0.9978197	-0.03348612	0.05687109	0.03527655
0.03102515	0.9985662	0.04361924	0.001076102
-0.05825004	-0.04175963	0.9974282	0.03666167
0.9998342	-0.01496239	0.01036655	0.01467522
0.01447494	0.9988543	0.04560709	0.0006635189
-0.01103691	-0.04544939	0.9989057	0.04110212
0.9344427	0.1354345	-0.3293531	-0.1408472
-0.1533443	0.9877498	-0.02889351	0.02902913
0.3214056	0.0775039	0.9437645	-0.1252872
0.9334352	0.151051	-0.3253943	-0.150308
-0.1519028	0.9881285	0.02294546	0.02804077
0.3249977	0.02801028	0.9453	-0.09550962
0.9999576	0.001595477	0.009012422	-0.1348308
-0.001593639	0.9999982	-0.0002046981	0.002063178
-0.009012687	0.0001903994	0.9999591	-0.03753214
0.9999567	0.002083987	0.009014237	-0.1348309
-0.002082166	0.9999972	-0.0002049924	0.002141188
-0.009014595	0.0001862869	0.999959	-0.03753181
0.9847757	-0.1172258	0.1283416	0.1251999
0.1099116	0.9919608	0.06268576	0.01475954
-0.1346584	-0.04762525	0.989747	0.03677078
0.9872537	-0.08285521	0.1358736	0.1044226
0.1146157	0.9625024	-0.2458635	0.03678811
-0.1104076	0.2583039	0.959734	-0.1468105
0.9672309	0.08132911	0.2405124	0.08510514
-0.01779151	0.966687	-0.2553349	0.0149169
-0.253267	0.2426898	0.93646	-0.1684378
0.9679329	-4.503621E-05	0.2512006	0.08448578
0.000449412	0.9999954	-0.001552201	0.0003096653
-0.2512007	0.001615487	0.9679322	-0.1702614
0.9986358	0.01631994	-0.0495975	-0.02475265
-0.01439261	0.9991365	0.03896869	0.0005424023
0.05019084	-0.03820162	0.9980087	0.03146815
0.9986128	0.01678669	-0.0499044	-0.02549831
-0.01484753	0.9991296	0.03897489	0.0005534887
0.05051543	-0.03817981	0.9979931	0.03143328
0.9995549	-0.004883809	0.02942571	0.01117314
0.007226782	0.9967645	-0.08004685	0.002766371
-0.02893939	0.08022393	0.9963565	-0.1628821
0.9986226	0.01619738	-0.04989355	-0.02458864
-0.01425208	0.9991335	0.03907648	0.0005403757
0.05048336	-0.03831166	0.9979885	0.03164518
0.7263176	0.6201609	0.2964116	-0.8905827
-0.614491	0.7790728	-0.1242652	0.3988287
-0.3079918	-0.0918866	0.9469398	0.1537334
0.7214364	0.6235165	0.3012524	-0.8933935
-0.6082358	0.7785233	-0.1547453	0.397034
-0.3310194	-0.07159402	0.9409024	0.1340535
0.8248469	0.4911011	0.2800637	-0.7866601
-0.5167269	0.8558888	0.02103776	0.2510659
-0.229372	-0.1620706	0.9597449	0.189929
0.6600322	0.7394289	0.1326325	-0.9773766
-0.7499409	0.6381989	0.1740274	0.6013189
0.04403568	-0.2143314	0.9757619	0.1143582
0.6700576	0.7376481	0.0829875	-0.9741011
-0.7423043	0.6658595	0.07490364	0.5789853
-4.835427E-06	-0.1117928	0.9937258	0.01892503
0.5291362	0.8406623	0.1152835	-1.005646
-0.8466101	0.532185	0.005063206	0.7932687
-0.05709517	-0.1002803	0.993314	0.02497727
-0.5421597	0.8088495	-0.2276266	-0.3316062
-0.8341531	-0.4854603	0.2617471	1.863681
0.1012113	0.3317854	0.9379038	-0.5272776
0.7109991	0.6999784	0.06707405	-0.9441429
-0.7022383	0.7018502	0.1194263	0.5172927
0.03652047	-0.132015	0.990569	0.01004732
-0.4054006	0.9133748	0.03722234	-0.543966
-0.8546084	-0.3931425	0.3392317	1.771456
0.324481	0.1057146	0.9399602	-0.4055905
0.998612	0.01683611	-0.0498978	-0.02556753
-0.01490454	0.9991332	0.03884727	0.0005435944
0.05050899	-0.0380497	0.9979975	0.03124297
0.8096982	-0.5840781	-0.05690289	0.8539385
0.5705394	0.8061911	-0.156641	0.3555756
0.1373669	0.09436687	0.9860133	-0.1574787
0.8081422	-0.5872227	-0.04551844	0.8578113
0.5801011	0.8069453	-0.1109842	0.358417
0.1019049	0.06328584	0.9927776	-0.12744
0.8925148	-0.4403444	0.09752245	0.7174016
0.4493093	0.8868866	-0.1074655	0.2009515
-0.03916828	0.1397329	0.9894129	-0.2853599
0.8675894	-0.4392665	-0.2330885	0.7381949
0.3612457	0.8788534	-0.3116302	0.1881471
0.3417415	0.1861655	0.9211689	-0.1448318
0.8672413	-0.4480968	-0.2170219	0.7459046
0.3104017	0.8274143	-0.4680078	0.2403113
0.3892821	0.3385127	0.8566594	-0.2840171
0.7298113	-0.6834387	-0.01683884	0.91545
0.6698964	0.7198319	-0.1818694	0.5142621
0.1364194	0.1214501	0.983177	-0.1703296
0.4513167	-0.8803256	0.1460709	0.9548821
0.8867919	0.4241911	-0.1834604	0.9574972
0.09954435	0.212333	0.9721126	-0.2885643
0.6492468	-0.7490541	0.1318819	0.9301116
0.7588007	0.6497568	-0.04508832	0.6302476
-0.05191642	0.1293456	0.9902381	-0.280647
0.2157419	-0.959319	0.1820959	0.9096074
0.9739716	0.2246933	0.02979501	1.205831
-0.06949782	0.1709277	0.9828281	-0.3349936
0.9978771	-0.03074969	0.05739659	0.03233245
0.0283238	0.9986888	0.0426038	0.001199365
-0.05863237	-0.04088774	0.9974412	0.03562245
0.9981291	-0.01907082	0.05807918	0.0212597
0.01643061	0.9988233	0.0455926	0.002865434
-0.05888131	-0.04455305	0.9972695	0.03913342
0.998278	0.003341176	0.05853006	-0.006840274
-0.005780749	0.9991154	0.04156661	-0.004039764
-0.05834207	-0.04183333	0.9974185	0.03669291
0.998325	-0.007740662	0.05729797	0.003538549
0.005167589	0.9989733	0.04492781	-0.002229989
-0.0575895	-0.04455625	0.9973443	0.03936297
0.9977995	-0.03288233	0.05754869	0.03462353
0.03210754	0.9993785	0.01433442	0.00361836
